user_id,first_name,last_name,full_name,email,location,industry,job_title,company,bio,skills,connections,experience_years,education,profile_views,posts_count,followers,following,created_date,last_active,verified,premium
ln_0128,Felicia,Jimenez,Felicia Jimenez,felicia.jimenez@nike.com,"Atlanta, GA",Marketing,Brand Manager,Nike,Brand Manager | Nike | Expert in google analytics | Atlanta based,"Google Analytics, Digital Marketing, SEO, Content Marketing, Copywriting, Facebook Ads",2266,6,"Thomas, Murray and King University - BS Marketing",6162,248,13877,107,2019-03-22,2025-06-01,False,False
ln_0129,Linda,Santana,Linda Santana,linda.santana@hubspot.com,"Miami, FL",Marketing,Growth Hacker,HubSpot,Senior Growth Hacker helping companies grow through facebook ads and google analytics. 5 years in Marketing.,"Facebook Ads, Google Analytics, SEO, Digital Marketing, Copywriting, Content Marketing",872,5,"Payne, Jones and Landry University - MBA Marketing",463,696,7068,1359,2024-05-06,2025-06-03,False,False
ln_0130,Suzanne,Vaughn,Suzanne Vaughn,suzanne.vaughn@meta.com,"San Francisco, CA",Technology,Data Scientist,Meta,Experienced Data Scientist with 20 years in Technology. Passionate about agile and python.,"Agile, Python, SQL",1102,20,Bruce-Gonzalez University - MBA Technology,3495,469,4039,1205,2020-02-16,2025-06-04,False,False
ln_0131,John,Armstrong,John Armstrong,john.armstrong@spotify.com,"New York, NY",Technology,Data Scientist,Spotify,Data Scientist at Spotify | 10+ years experience | Specializing in agile,"Agile, Docker, Git, JavaScript",2804,10,"Phillips, Lyons and Johnson University - BS Technology",3587,327,4708,224,2023-03-30,2025-06-03,False,False
ln_0132,Alan,Grimes,Alan Grimes,alan.grimes@wellsfargo.com,Hong Kong,Finance,VP Finance,Wells Fargo,VP Finance | Wells Fargo | Expert in financial modeling | Hong Kong based,"Financial Modeling, Bloomberg, SQL, Risk Management, Tableau, Python",711,14,"Beltran, Lozano and Mcgee University - MS Finance",3283,208,12560,1201,2023-04-06,2025-06-07,False,False
ln_0133,Kimberly,Hall,Kimberly Hall,kimberly.hall@johnshopkins.com,"Cleveland, OH",Healthcare,Medical Director,Johns Hopkins,Medical Director at Johns Hopkins | 18+ years experience | Specializing in emr systems,"EMR Systems, Clinical Trials, Medical Research",1690,18,Robinson-Lee University - BS Healthcare,2288,228,5611,1424,2019-03-10,2025-06-06,True,False
ln_0134,Katrina,Becker,Katrina Becker,katrina.becker@massgeneral.com,"Rochester, MN",Healthcare,Doctor,Mass General,Experienced Doctor with 20 years in Healthcare. Passionate about healthcare management and clinical trials.,"Healthcare Management, Clinical Trials, EMR Systems",398,20,Fuller Ltd University - BS Healthcare,6791,799,9826,1583,2021-12-16,2025-06-03,False,True
ln_0135,Scott,Riley,Scott Riley,scott.riley@morganstanley.com,"New York, NY",Finance,Portfolio Manager,Morgan Stanley,Portfolio Manager at Morgan Stanley | 8+ years experience | Specializing in risk management,"Risk Management, SQL, Financial Modeling, VBA",1724,8,"Anderson, Browning and Murphy University - BS Finance",4722,349,12906,679,2020-05-05,2025-06-02,False,False
ln_0136,Kristin,Walter,Kristin Walter,kristin.walter@kaiserpermanente.com,"Baltimore, MD",Healthcare,Medical Researcher,Kaiser Permanente,Senior Medical Researcher helping companies grow through clinical trials and patient care. 7 years in Healthcare.,"Clinical Trials, Patient Care, Healthcare Management, Medical Research, EMR Systems",1381,7,Schmidt-Mcintyre University - PhD Healthcare,574,596,14357,553,2023-03-31,2025-06-02,False,True
ln_0137,Makayla,Olson,Makayla Olson,makayla.olson@pwc.com,"San Francisco, CA",Consulting,Principal,PwC,Principal at PwC | 19+ years experience | Specializing in business analysis,"Business Analysis, Client Management, PowerPoint, Strategy, Project Management",2145,19,Francis-Morgan University - MS Consulting,2308,520,12054,1414,2018-03-29,2025-06-07,False,False
ln_0138,Donald,Levy,Donald Levy,donald.levy@johnshopkins.com,"Los Angeles, CA",Healthcare,Nurse,Johns Hopkins,Experienced Nurse with 2 years in Healthcare. Passionate about medical research and patient care.,"Medical Research, Patient Care, Healthcare Management, Clinical Trials, EMR Systems",1789,2,"Ramsey, Whitney and Coffey University - BS Healthcare",7102,665,3991,239,2023-01-24,2025-06-03,False,True
ln_0139,Krystal,Smith,Krystal Smith,krystal.smith@baincompany.com,"New York, NY",Consulting,Senior Consultant,Bain & Company,Senior Senior Consultant helping companies grow through client management and excel. 1 years in Consulting.,"Client Management, Excel, Strategy, Project Management, Business Analysis, PowerPoint",2294,1,"Martinez, Richardson and Curry University - MS Consulting",340,534,13522,1529,2019-04-09,2025-06-03,False,False
ln_0140,Danielle,Watson,Danielle Watson,danielle.watson@goldmansachs.com,Singapore,Finance,Financial Analyst,Goldman Sachs,Senior Financial Analyst helping companies grow through risk management and excel. 9 years in Finance.,"Risk Management, Excel, Python, SQL",1194,9,"Hall, Johnson and Henson University - PhD Finance",847,402,6852,1040,2021-05-12,2025-06-07,False,False
ln_0141,Jeffrey,Brown,Jeffrey Brown,jeffrey.brown@wellsfargo.com,"New York, NY",Finance,Portfolio Manager,Wells Fargo,Portfolio Manager | Wells Fargo | Expert in excel | New York based,"Excel, Risk Management, Tableau",329,13,Blankenship-Turner University - MBA Finance,5957,195,1554,1123,2020-04-16,2025-06-01,False,False
ln_0142,Sophia,Torres,Sophia Torres,sophia.torres@mayoclinic.com,"Los Angeles, CA",Healthcare,Pharmacist,Mayo Clinic,Pharmacist | Mayo Clinic | Expert in medical research | Los Angeles based,"Medical Research, EMR Systems, Healthcare Management",1210,19,Wilson-Young University - MBA Healthcare,7770,96,11413,1995,2021-03-12,2025-06-03,False,False
ln_0143,Nathan,Avery,Nathan Avery,nathan.avery@netflix.com,"San Francisco, CA",Technology,Data Scientist,Netflix,Data Scientist at Netflix | 10+ years experience | Specializing in agile,"Agile, React, Kubernetes, Python",2409,10,"Bautista, Barnes and Newton University - BS Technology",4842,418,11292,1936,2018-07-07,2025-06-03,False,False
ln_0144,Corey,Burns,Corey Burns,corey.burns@wellsfargo.com,"New York, NY",Finance,VP Finance,Wells Fargo,VP Finance | Wells Fargo | Expert in financial modeling | New York based,"Financial Modeling, VBA, Risk Management, Excel, Tableau",1436,11,Crosby-Ramirez University - MBA Finance,5394,299,13037,1022,2022-04-07,2025-06-02,False,False
ln_0145,Sean,Young,Sean Young,sean.young@unilever.com,"Miami, FL",Marketing,Content Creator,Unilever,Content Creator at Unilever | 9+ years experience | Specializing in digital marketing,"Digital Marketing, Facebook Ads, Content Marketing, Copywriting, Google Analytics, SEO",1656,9,Garcia-Jennings University - BS Marketing,6259,418,5388,838,2021-03-30,2025-06-07,True,True
ln_0146,Michael,Sanders,Michael Sanders,michael.sanders@kaiserpermanente.com,"Baltimore, MD",Healthcare,Healthcare Administrator,Kaiser Permanente,Healthcare Administrator | Kaiser Permanente | Expert in medical research | Baltimore based,"Medical Research, Patient Care, Clinical Trials",2381,14,Donaldson Group University - PhD Healthcare,1046,46,1668,824,2018-01-28,2025-06-02,False,False
ln_0147,Danielle,Maddox,Danielle Maddox,danielle.maddox@mayoclinic.com,"Baltimore, MD",Healthcare,Healthcare Administrator,Mayo Clinic,Healthcare Administrator at Mayo Clinic | 13+ years experience | Specializing in clinical trials,"Clinical Trials, Patient Care, Healthcare Management, EMR Systems, Medical Research",668,13,Buchanan and Sons University - MS Healthcare,2666,294,8279,398,2024-05-09,2025-06-06,True,False
ln_0148,Jamie,Gallegos,Jamie Gallegos,jamie.gallegos@nike.com,"New York, NY",Marketing,Brand Manager,Nike,Experienced Brand Manager with 15 years in Marketing. Passionate about content marketing and seo.,"Content Marketing, SEO, Google Analytics, Copywriting, Digital Marketing",654,15,"Clark, Robinson and Kane University - MS Marketing",255,425,5643,1823,2019-09-25,2025-06-02,False,False
ln_0149,Rachel,Smith,Rachel Smith,rachel.smith@kaiserpermanente.com,"Cleveland, OH",Healthcare,Healthcare Administrator,Kaiser Permanente,Senior Healthcare Administrator helping companies grow through healthcare management and emr systems. 16 years in Healthcare.,"Healthcare Management, EMR Systems, Clinical Trials, Patient Care",827,16,Huerta PLC University - PhD Healthcare,2814,318,12240,1523,2019-03-10,2025-06-02,False,False
ln_0150,Donna,Johnson,Donna Johnson,donna.johnson@blackrock.com,"Chicago, IL",Finance,Portfolio Manager,BlackRock,Experienced Portfolio Manager with 18 years in Finance. Passionate about sql and financial modeling.,"SQL, Financial Modeling, Python, Excel, VBA, Bloomberg",1990,18,Howard and Sons University - BS Finance,3791,318,13819,1518,2021-07-22,2025-06-01,True,False
ln_0151,Joseph,Martinez,Joseph Martinez,joseph.martinez@nike.com,"Los Angeles, CA",Marketing,Growth Hacker,Nike,Experienced Growth Hacker with 13 years in Marketing. Passionate about seo and content marketing.,"SEO, Content Marketing, Copywriting, Facebook Ads, Google Analytics",1939,13,Fox-Reese University - PhD Marketing,4969,430,8955,1137,2020-10-07,2025-06-06,False,False
ln_0152,William,Rodriguez,William Rodriguez,william.rodriguez@proctergamble.com,"Chicago, IL",Marketing,SEO Specialist,Procter & Gamble,Experienced SEO Specialist with 6 years in Marketing. Passionate about digital marketing and seo.,"Digital Marketing, SEO, Content Marketing",2406,6,"Walker, Gilbert and Acosta University - PhD Marketing",6365,359,13245,981,2023-10-17,2025-06-05,True,True
ln_0153,Kevin,Schneider,Kevin Schneider,kevin.schneider@wellsfargo.com,Singapore,Finance,Quantitative Analyst,Wells Fargo,Quantitative Analyst at Wells Fargo | 19+ years experience | Specializing in vba,"VBA, Bloomberg, Risk Management, SQL",1512,19,Brown Group University - MBA Finance,4154,127,5040,951,2023-05-13,2025-06-03,False,True
ln_0154,Daniel,Joseph,Daniel Joseph,daniel.joseph@morganstanley.com,"Chicago, IL",Finance,Portfolio Manager,Morgan Stanley,Portfolio Manager | Morgan Stanley | Expert in risk management | Chicago based,"Risk Management, Python, VBA, Bloomberg, SQL, Financial Modeling",1406,15,Jones-Miller University - MBA Finance,2659,65,13474,1555,2021-09-09,2025-06-01,True,False
ln_0155,Joshua,Schultz,Joshua Schultz,joshua.schultz@amazon.com,"Seattle, WA",Technology,Tech Lead,Amazon,Tech Lead | Amazon | Expert in git | Seattle based,"Git, React, Docker, Machine Learning",1049,14,"Joseph, James and Harper University - PhD Technology",5358,208,3253,1411,2019-07-01,2025-06-04,False,False
ln_0156,Russell,Mcguire,Russell Mcguire,russell.mcguire@deloitte.com,"Washington, DC",Consulting,Strategy Consultant,Deloitte,Experienced Strategy Consultant with 19 years in Consulting. Passionate about excel and strategy.,"Excel, Strategy, Business Analysis, Project Management, Client Management, PowerPoint",2299,19,Farrell Ltd University - BS Consulting,3196,353,3428,1037,2023-07-30,2025-06-04,True,False
ln_0157,Michelle,Jordan,Michelle Jordan,michelle.jordan@hubspot.com,"Chicago, IL",Marketing,SEO Specialist,HubSpot,SEO Specialist at HubSpot | 20+ years experience | Specializing in facebook ads,"Facebook Ads, Google Analytics, Digital Marketing, SEO, Content Marketing, Copywriting",2859,20,Gutierrez Group University - MS Marketing,7725,649,9869,273,2020-03-23,2025-06-06,False,False
ln_0158,Larry,Edwards,Larry Edwards,larry.edwards@goldmansachs.com,"London, UK",Finance,Portfolio Manager,Goldman Sachs,Portfolio Manager | Goldman Sachs | Expert in bloomberg | London based,"Bloomberg, Python, Risk Management, SQL, Excel",1832,19,Brooks-Hernandez University - BS Finance,4186,670,9004,1520,2023-11-23,2025-06-01,False,False
ln_0159,Marie,Davis,Marie Davis,marie.davis@jpmorgan.com,Hong Kong,Finance,Quantitative Analyst,JPMorgan,Experienced Quantitative Analyst with 12 years in Finance. Passionate about bloomberg and excel.,"Bloomberg, Excel, VBA, Risk Management, Financial Modeling",2084,12,Garner LLC University - BS Finance,1798,413,9400,1135,2023-02-11,2025-06-04,False,False
ln_0160,Brenda,Hoffman,Brenda Hoffman,brenda.hoffman@hubspot.com,"Atlanta, GA",Marketing,Content Creator,HubSpot,Content Creator at HubSpot | 9+ years experience | Specializing in seo,"SEO, Digital Marketing, Facebook Ads, Google Analytics, Copywriting, Content Marketing",2302,9,Santiago-Jenkins University - MS Marketing,1577,488,9467,1620,2023-07-19,2025-06-07,False,False
ln_0161,Rodney,Moon,Rodney Moon,rodney.moon@pwc.com,"New York, NY",Consulting,Management Consultant,PwC,Management Consultant at PwC | 18+ years experience | Specializing in project management,"Project Management, PowerPoint, Strategy, Client Management, Business Analysis",1841,18,Schmitt PLC University - MBA Consulting,6229,689,12510,606,2019-08-15,2025-06-01,False,False
ln_0162,William,Moore,William Moore,william.moore@coca-cola.com,"New York, NY",Marketing,Brand Manager,Coca-Cola,Brand Manager at Coca-Cola | 6+ years experience | Specializing in digital marketing,"Digital Marketing, SEO, Facebook Ads, Content Marketing, Google Analytics, Copywriting",946,6,Walker-Rodriguez University - BS Marketing,6798,80,9540,818,2023-05-08,2025-06-03,False,False
ln_0163,Kathryn,Andrews,Kathryn Andrews,kathryn.andrews@wellsfargo.com,"Chicago, IL",Finance,Portfolio Manager,Wells Fargo,Experienced Portfolio Manager with 14 years in Finance. Passionate about python and tableau.,"Python, Tableau, VBA, Financial Modeling, Excel",1235,14,Bruce-Villegas University - BS Finance,5946,155,4290,399,2023-02-28,2025-06-05,False,False
ln_0164,Dawn,Johnson,Dawn Johnson,dawn.johnson@unilever.com,"Miami, FL",Marketing,Content Creator,Unilever,Content Creator | Unilever | Expert in copywriting | Miami based,"Copywriting, Google Analytics, Facebook Ads, SEO, Digital Marketing",2211,3,"Gallegos, Adams and White University - MS Marketing",5891,397,7649,1099,2022-05-09,2025-06-03,False,True
ln_0165,Matthew,Smith,Matthew Smith,matthew.smith@airbnb.com,"New York, NY",Technology,Tech Lead,Airbnb,Tech Lead at Airbnb | 14+ years experience | Specializing in git,"Git, Kubernetes, AWS",2126,14,Knight Group University - MS Technology,2844,310,5733,1220,2017-12-02,2025-06-06,False,False
ln_0166,Teresa,Davis,Teresa Davis,teresa.davis@hubspot.com,"New York, NY",Marketing,Brand Manager,HubSpot,Brand Manager at HubSpot | 4+ years experience | Specializing in digital marketing,"Digital Marketing, Google Analytics, Copywriting",1907,4,"Lewis, Barnes and Peterson University - PhD Marketing",205,458,3514,1510,2020-01-09,2025-06-06,False,False
ln_0167,Kimberly,Bradley,Kimberly Bradley,kimberly.bradley@kaiserpermanente.com,"Boston, MA",Healthcare,Nurse,Kaiser Permanente,Senior Nurse helping companies grow through healthcare management and patient care. 13 years in Healthcare.,"Healthcare Management, Patient Care, Medical Research, Clinical Trials, EMR Systems",2964,13,Ware and Sons University - BS Healthcare,3716,691,1694,1541,2018-07-15,2025-06-05,True,True
ln_0168,Emily,Nelson,Emily Nelson,emily.nelson@techcorp.com,"Seattle, WA",Technology,Data Scientist,TechCorp,Data Scientist | TechCorp | Expert in python | Seattle based,"Python, Agile, Docker, Kubernetes, Git, AWS",390,5,"Coleman, Lawson and Perry University - BS Technology",3338,111,12172,1750,2018-12-10,2025-06-04,True,False
ln_0169,Michael,Rodriguez,Michael Rodriguez,michael.rodriguez@clevelandclinic.com,"Rochester, MN",Healthcare,Nurse,Cleveland Clinic,Senior Nurse helping companies grow through patient care and emr systems. 15 years in Healthcare.,"Patient Care, EMR Systems, Healthcare Management, Clinical Trials",972,15,"Gregory, Tucker and Estrada University - BS Healthcare",7735,441,10293,1506,2017-10-02,2025-06-03,False,True
ln_0170,Carol,Smith,Carol Smith,carol.smith@microsoft.com,"Boston, MA",Technology,Data Scientist,Microsoft,Experienced Data Scientist with 9 years in Technology. Passionate about docker and kubernetes.,"Docker, Kubernetes, Agile, Git, JavaScript, SQL",1116,9,Dougherty-Saunders University - MS Technology,6581,727,639,1836,2022-10-13,2025-06-03,False,False
ln_0171,David,Jimenez,David Jimenez,david.jimenez@citi.com,Singapore,Finance,Quantitative Analyst,Citi,Quantitative Analyst | Citi | Expert in tableau | Singapore based,"Tableau, Bloomberg, SQL, Financial Modeling",1680,8,Thompson-James University - MBA Finance,2174,531,10654,1316,2022-05-11,2025-06-04,True,False
ln_0172,Martha,Drake,Martha Drake,martha.drake@netflix.com,"Seattle, WA",Technology,Product Manager,Netflix,Experienced Product Manager with 16 years in Technology. Passionate about agile and kubernetes.,"Agile, Kubernetes, Docker, Machine Learning, SQL, JavaScript",168,16,Sanders Ltd University - MBA Technology,312,288,3734,181,2017-09-24,2025-06-01,False,False
ln_0173,Samantha,Atkins,Samantha Atkins,samantha.atkins@coca-cola.com,"Miami, FL",Marketing,SEO Specialist,Coca-Cola,Senior SEO Specialist helping companies grow through google analytics and copywriting. 3 years in Marketing.,"Google Analytics, Copywriting, Digital Marketing, Content Marketing, Facebook Ads, SEO",423,3,"Patterson, Sullivan and Bowman University - BS Marketing",6819,179,8988,769,2019-06-18,2025-06-03,False,False
ln_0174,Tammy,Jackson,Tammy Jackson,tammy.jackson@uber.com,"Seattle, WA",Technology,Product Manager,Uber,Product Manager | Uber | Expert in aws | Seattle based,"AWS, JavaScript, Kubernetes",2607,4,"Stevens, Norris and Cox University - MBA Technology",2733,702,12351,1447,2020-06-28,2025-06-01,False,True
ln_0175,Ryan,Morales,Ryan Morales,ryan.morales@goldmansachs.com,"London, UK",Finance,VP Finance,Goldman Sachs,Senior VP Finance helping companies grow through sql and python. 5 years in Finance.,"SQL, Python, Tableau, Bloomberg, Excel, Risk Management",583,5,Foster LLC University - MBA Finance,2944,459,4656,1172,2022-08-27,2025-06-02,True,False
ln_0176,Kimberly,Jones,Kimberly Jones,kimberly.jones@deloitte.com,"San Francisco, CA",Consulting,Management Consultant,Deloitte,Experienced Management Consultant with 9 years in Consulting. Passionate about strategy and excel.,"Strategy, Excel, Business Analysis, Project Management, Client Management",2450,9,"Wilson, Hicks and Bullock University - MBA Consulting",2071,778,8536,105,2019-11-18,2025-06-06,True,False
ln_0177,Lori,Briggs,Lori Briggs,lori.briggs@blackrock.com,"Chicago, IL",Finance,Financial Analyst,BlackRock,Financial Analyst at BlackRock | 11+ years experience | Specializing in bloomberg,"Bloomberg, Excel, Financial Modeling, Python, Risk Management, SQL",1804,11,Garcia LLC University - MS Finance,2422,99,9564,863,2018-10-25,2025-06-05,True,False
ln_0178,Kathleen,Rios,Kathleen Rios,kathleen.rios@meta.com,"Boston, MA",Technology,Data Scientist,Meta,Senior Data Scientist helping companies grow through kubernetes and javascript. 10 years in Technology.,"Kubernetes, JavaScript, SQL",1440,10,Bean Ltd University - MBA Technology,4730,487,330,855,2020-11-21,2025-06-06,False,False
ln_0179,Kathleen,Cole,Kathleen Cole,kathleen.cole@massgeneral.com,"Rochester, MN",Healthcare,Medical Director,Mass General,Medical Director | Mass General | Expert in healthcare management | Rochester based,"Healthcare Management, Clinical Trials, Patient Care, EMR Systems, Medical Research",197,1,"Day, Downs and Morris University - BS Healthcare",4636,374,10619,1819,2024-03-24,2025-06-03,False,True
ln_0180,Scott,Harrison,Scott Harrison,scott.harrison@clevelandclinic.com,"Baltimore, MD",Healthcare,Doctor,Cleveland Clinic,Experienced Doctor with 16 years in Healthcare. Passionate about medical research and emr systems.,"Medical Research, EMR Systems, Clinical Trials",683,16,"Turner, Hill and Brown University - MS Healthcare",962,64,3992,1937,2020-12-25,2025-06-03,False,False
ln_0181,Shannon,Brown,Shannon Brown,shannon.brown@mayoclinic.com,"Los Angeles, CA",Healthcare,Healthcare Administrator,Mayo Clinic,Experienced Healthcare Administrator with 13 years in Healthcare. Passionate about emr systems and medical research.,"EMR Systems, Medical Research, Healthcare Management",2524,13,Jones-Lin University - MBA Healthcare,3763,698,2341,584,2023-06-03,2025-06-05,False,False
ln_0182,William,Ford,William Ford,william.ford@salesforce.com,"Chicago, IL",Marketing,Growth Hacker,Salesforce,Experienced Growth Hacker with 5 years in Marketing. Passionate about google analytics and content marketing.,"Google Analytics, Content Marketing, SEO, Digital Marketing, Facebook Ads",736,5,"Best, Stevenson and Williams University - MBA Marketing",1546,480,7835,743,2023-10-18,2025-06-05,False,False
ln_0183,Jacob,Jacobs,Jacob Jacobs,jacob.jacobs@morganstanley.com,Hong Kong,Finance,Risk Analyst,Morgan Stanley,Senior Risk Analyst helping companies grow through excel and financial modeling. 7 years in Finance.,"Excel, Financial Modeling, VBA, Bloomberg, Tableau",707,7,"Hernandez, Brown and Garcia University - MBA Finance",6025,274,6028,911,2023-09-23,2025-06-03,False,False
ln_0184,Jennifer,Wagner,Jennifer Wagner,jennifer.wagner@mayoclinic.com,"Cleveland, OH",Healthcare,Nurse,Mayo Clinic,Experienced Nurse with 5 years in Healthcare. Passionate about emr systems and medical research.,"EMR Systems, Medical Research, Patient Care, Clinical Trials, Healthcare Management",148,5,Williams Ltd University - MBA Healthcare,7002,247,2341,505,2020-06-30,2025-06-04,False,False
ln_0185,Alexandra,Moore,Alexandra Moore,alexandra.moore@techcorp.com,"New York, NY",Technology,UX Designer,TechCorp,UX Designer at TechCorp | 15+ years experience | Specializing in python,"Python, JavaScript, AWS",476,15,Hardin-Hughes University - MS Technology,1203,63,7752,203,2022-11-08,2025-06-05,False,False
ln_0186,Brian,Mccoy,Brian Mccoy,brian.mccoy@proctergamble.com,"Atlanta, GA",Marketing,Content Creator,Procter & Gamble,Content Creator at Procter & Gamble | 15+ years experience | Specializing in seo,"SEO, Content Marketing, Copywriting, Digital Marketing, Google Analytics, Facebook Ads",241,15,Jones-Davis University - BS Marketing,5502,322,8373,943,2022-03-07,2025-06-02,False,False
ln_0187,Jennifer,Douglas,Jennifer Douglas,jennifer.douglas@uber.com,"Seattle, WA",Technology,Product Manager,Uber,Senior Product Manager helping companies grow through aws and git. 13 years in Technology.,"AWS, Git, Agile, Docker, Machine Learning, Python",2064,13,"Marks, Cook and Aguilar University - PhD Technology",3018,599,8431,758,2018-06-04,2025-06-03,False,True
ln_0188,Tammy,Hale,Tammy Hale,tammy.hale@johnshopkins.com,"Boston, MA",Healthcare,Pharmacist,Johns Hopkins,Experienced Pharmacist with 6 years in Healthcare. Passionate about patient care and clinical trials.,"Patient Care, Clinical Trials, Healthcare Management, Medical Research, EMR Systems",1115,6,Anderson-Fletcher University - BS Healthcare,2383,566,13574,1720,2018-01-10,2025-06-04,False,True
ln_0189,Dawn,Murphy,Dawn Murphy,dawn.murphy@bankofamerica.com,Hong Kong,Finance,Quantitative Analyst,Bank of America,Experienced Quantitative Analyst with 12 years in Finance. Passionate about bloomberg and excel.,"Bloomberg, Excel, Tableau, Python, VBA",2981,12,Santiago Ltd University - MS Finance,7962,601,9434,391,2024-05-30,2025-06-07,False,True
ln_0190,Clarence,Santiago,Clarence Santiago,clarence.santiago@coca-cola.com,"Los Angeles, CA",Marketing,SEO Specialist,Coca-Cola,SEO Specialist | Coca-Cola | Expert in digital marketing | Los Angeles based,"Digital Marketing, Copywriting, Facebook Ads, Google Analytics, Content Marketing, SEO",102,17,"Cox, Cox and White University - MS Marketing",7719,648,3500,1751,2018-12-07,2025-06-07,True,False
ln_0191,Tom,Perez,Tom Perez,tom.perez@mayoclinic.com,"Rochester, MN",Healthcare,Doctor,Mayo Clinic,Experienced Doctor with 13 years in Healthcare. Passionate about patient care and healthcare management.,"Patient Care, Healthcare Management, EMR Systems, Medical Research",1478,13,Moore LLC University - MS Healthcare,2842,159,2780,1599,2023-05-06,2025-06-01,False,False
ln_0192,Kelli,Conley,Kelli Conley,kelli.conley@coca-cola.com,"Los Angeles, CA",Marketing,Growth Hacker,Coca-Cola,Growth Hacker at Coca-Cola | 10+ years experience | Specializing in seo,"SEO, Facebook Ads, Copywriting, Google Analytics, Content Marketing",827,10,"Johnson, Rogers and Miranda University - MBA Marketing",7972,738,9585,901,2018-05-08,2025-06-03,False,False
ln_0193,Francis,Guerra,Francis Guerra,francis.guerra@bostonconsultinggroup.com,"Washington, DC",Consulting,Management Consultant,Boston Consulting Group,Experienced Management Consultant with 11 years in Consulting. Passionate about project management and business analysis.,"Project Management, Business Analysis, Strategy, Client Management, Excel",1074,11,"Lamb, Martin and Kim University - MS Consulting",2817,191,10623,1913,2020-04-23,2025-06-05,False,False
ln_0194,John,Wallace,John Wallace,john.wallace@mayoclinic.com,"Baltimore, MD",Healthcare,Healthcare Administrator,Mayo Clinic,Experienced Healthcare Administrator with 4 years in Healthcare. Passionate about medical research and patient care.,"Medical Research, Patient Care, EMR Systems, Healthcare Management",297,4,Goodwin-Bowers University - PhD Healthcare,3789,770,7075,440,2019-01-27,2025-06-02,False,False
ln_0195,Tammy,Mueller,Tammy Mueller,tammy.mueller@adobe.com,"Atlanta, GA",Marketing,Brand Manager,Adobe,Brand Manager | Adobe | Expert in google analytics | Atlanta based,"Google Analytics, Facebook Ads, SEO",401,6,Richardson PLC University - MBA Marketing,2615,40,5421,634,2024-04-28,2025-06-04,False,True
ln_0196,Juan,Reyes,Juan Reyes,juan.reyes@jpmorgan.com,"New York, NY",Finance,Risk Analyst,JPMorgan,Experienced Risk Analyst with 16 years in Finance. Passionate about sql and python.,"SQL, Python, Tableau",1866,16,"Barnes, Martin and Gonzalez University - BS Finance",5175,464,2773,209,2021-08-31,2025-06-07,True,True
ln_0197,Brett,Castillo,Brett Castillo,brett.castillo@wellsfargo.com,Singapore,Finance,Risk Analyst,Wells Fargo,Risk Analyst | Wells Fargo | Expert in python | Singapore based,"Python, Bloomberg, Excel, Financial Modeling, VBA",729,13,Spencer-Garcia University - MBA Finance,3155,23,7205,279,2023-05-10,2025-06-06,False,False
ln_0198,Justin,Hines,Justin Hines,justin.hines@bostonconsultinggroup.com,"New York, NY",Consulting,Senior Consultant,Boston Consulting Group,Senior Consultant | Boston Consulting Group | Expert in business analysis | New York based,"Business Analysis, Client Management, PowerPoint",573,3,Cole-Palmer University - MS Consulting,6629,427,7915,1101,2023-04-02,2025-06-01,False,True
ln_0199,Renee,Velasquez,Renee Velasquez,renee.velasquez@bostonconsultinggroup.com,"Chicago, IL",Consulting,Senior Consultant,Boston Consulting Group,Senior Senior Consultant helping companies grow through powerpoint and business analysis. 15 years in Consulting.,"PowerPoint, Business Analysis, Excel, Strategy, Project Management, Client Management",1026,15,Arias-Perry University - MS Consulting,4822,83,2676,1640,2020-03-17,2025-06-03,False,True
ln_0200,Paul,Miller,Paul Miller,paul.miller@clevelandclinic.com,"Los Angeles, CA",Healthcare,Pharmacist,Cleveland Clinic,Pharmacist | Cleveland Clinic | Expert in emr systems | Los Angeles based,"EMR Systems, Patient Care, Medical Research, Healthcare Management",2445,18,Johnson Inc University - BS Healthcare,4101,326,1493,908,2023-04-22,2025-06-05,False,False
ln_0201,Lacey,Taylor,Lacey Taylor,lacey.taylor@pwc.com,"Washington, DC",Consulting,Principal,PwC,Principal at PwC | 7+ years experience | Specializing in strategy,"Strategy, Excel, Business Analysis, Client Management",616,7,Lowery-Kennedy University - MBA Consulting,3668,100,11392,991,2023-04-02,2025-06-06,False,False
ln_0202,Taylor,Gilbert,Taylor Gilbert,taylor.gilbert@morganstanley.com,"Chicago, IL",Finance,Quantitative Analyst,Morgan Stanley,Senior Quantitative Analyst helping companies grow through excel and risk management. 13 years in Finance.,"Excel, Risk Management, Python",1231,13,Smith and Sons University - PhD Finance,7713,32,13086,1534,2023-04-12,2025-06-04,False,False
ln_0203,Jessica,Rose,Jessica Rose,jessica.rose@nike.com,"Los Angeles, CA",Marketing,Marketing Manager,Nike,Experienced Marketing Manager with 19 years in Marketing. Passionate about facebook ads and copywriting.,"Facebook Ads, Copywriting, Digital Marketing, Google Analytics",1271,19,Parsons and Sons University - MS Marketing,7391,440,4527,884,2019-07-17,2025-06-01,False,False
ln_0204,Robert,Bauer,Robert Bauer,robert.bauer@unilever.com,"Chicago, IL",Marketing,Marketing Manager,Unilever,Experienced Marketing Manager with 8 years in Marketing. Passionate about seo and facebook ads.,"SEO, Facebook Ads, Google Analytics, Digital Marketing, Copywriting, Content Marketing",2046,8,Brown-Copeland University - MS Marketing,7548,401,531,791,2020-12-06,2025-06-04,False,False
